CODIGO|DESCRICAO|DT_INI|DT_FIM|TIPO|COD_SUP|NIVEL|NATUREZA|UTILIZACAO
90590104|NO PAIS|01061988|01081989|A|90590001|5||S
90590207|NO EXTERIOR|01061988|01121989|A|90590001|5||S
90610008|ACOES, ATIVOS FINANC.E MERCADORIAS CONTRATADOS|01061988|01061993|S|90600001|4||S
90620005|CLIENTES MARGENS DEPOSITADAS|01061988|01061993|S|90600001|4||S
90630002|RESP P/FIANCAS E OUTRAS GARANTIAS EM OPER EM BOLSA|01071993|01061996|A|90600001|4||S
90635007|OP. COMP C/ LIVRE MOV. - TIT RECEB COMO LASTRO|01082004||A|90600001|4|05|S
90640009|RESP. POR VALORES EM GARANTIA DE OPERACOES|01051996|01061996|S|90600001|4||S
90650006|"""RESPONSABIL. P/VALORES EM RISCO DE OPERS.DE """"SWAP"""""""|01081997|01012000|A|90600001|4||S
90655001|RISCO TRANSFERIDO COM DERIVATIVOS DE CREDITO|01012003||A|90600001|4|05|S
90656000|RISCO RETIDO COM DERIVATIVOS DE CREDITO|01012003||A|90600001|4|05|S
90657009|RISCO RECEBIDO COM DERIVATIVOS DE CREDITO|01012003||A|90600001|4|05|S
90660003|HEDGE DE RISCO DE MERCADO - PASSIVO|01042002||S|90600001|4|05|S
90670000|HEDGE DE FLUXO DE CAIXA - PASSIVO|01042002||S|90600001|4|05|S
90680007|DERIVATIVOS QUAL. COMO HEDGE - POS. ATIVA|01042002||A|90600001|4|05|S
90690004|ATIVOS OBJETO DE HEDGE|01042002||A|90600001|4|05|S
90695009|ITENS OBJETO DE HEDGE - PASSIVO|01042002||S|90600001|4|05|S
90610101|MERCADO A TERMO|01061988|01061993|A|90610008|5||S
90610204|MERCADO FUTURO|01061988|01061993|A|90610008|5||S
90610307|MERCADO DE OPCOES|01061988|01061993|A|90610008|5||S
90620108|MERCADO A TERMO|01061988|01061993|A|90620005|5||S
90620201|MERCADO FUTURO|01061988|01061993|A|90620005|5||S
90620304|MERCADO DE OPCOES|01061988|01061993|A|90620005|5||S
90640102|OPERACOES COM ACOES E COM INDICES DE ACOES|01051996|01061996|A|90640009|5||S
90640205|OPERACOES COM ATIVOS FINANCEIROS E MERCADORIAS|01051996|01061996|A|90640009|5||S
90640906|OUTROS|01051996|01061996|A|90640009|5||S
90660106|SWAP|01042002||A|90660003|5|05|S
90660137|Swap - Hedge de Titulo Mantido ate o Vencimento|01042002|01052002|A|90660003|5||S
90660209|TERMO|01042002||A|90660003|5|05|S
90660230|Termo - Hedge de Titulo Mantido ate o Vencimento|01042002|01052002|A|90660003|5||S
90660302|FUTURO|01042002||A|90660003|5|05|S
90660333|Futuro - Hedge de Titulo Mantido ate o Vencimento|01042002|01052002|A|90660003|5||S
90660405|OPCOES|01042002||A|90660003|5|05|S
90660436|Opcoes - Hedge de Titulo Mantido ate o Vencimento|01042002|01052002|A|90660003|5||S
90660900|OUTROS|01042002||A|90660003|5|05|S
90660931|Outros - Hedge de Titulo Mantido ate o Vencimento|01042002|01052002|A|90660003|5||S
90670103|SWAP|01042002||A|90670000|5|05|S
90670134|Swap - Hedge de Titulo Mantido ate o Vencimento|01042002|01052002|A|90670000|5||S
90670206|TERMO|01042002||A|90670000|5|05|S
90670237|Termo - Hedge de Titulo Mantido ate o Vencimento|01042002|01052002|A|90670000|5||S
90670309|FUTURO|01042002||A|90670000|5|05|S
90670330|Futuro - Hedge de Titulo Mantido ate o Vencimento|01042002|01052002|A|90670000|5||S
90670402|OPCOES|01042002||A|90670000|5|05|S
90670433|Opcoes - Hedge de Titulo Mantido ate o Vencimento|01042002|01052002|A|90670000|5||S
90670907|OUTROS|01042002||A|90670000|5|05|S
90670938|Outros - Hedge de Titulo Mantido ate o Vencimento|01042002|01052002|A|90670000|5||S
90695157|DEPOSITOS A PRAZO|01042002||A|90695009|5|05|S
90695308|REC.DE ACEITES CAMB., LETRAS IMOB.E HIP.E DEB.|01042002||A|90695009|5|05|S
90695607|OBRIGACOES POR EMPRESTIMOS E REPASSES|01042002||A|90695009|5|05|S
90695906|OUTROS PASSIVOS.|01042002||A|90695009|5|05|S
90775008|RECURSOS MENSAIS A RECEBER DE CONSORCIADOS|01061993|01062005|A|90700004|4||S
90778005|OBRIGACOES DO GRUPO POR CONTRIBUICOES|01061993|01111996|A|90700004|4||S
90781009|OBRIGACOES POR FUTURAS CONTEMPLACOES|01061993|01062005|A|90700004|4||S
90782008|BENS OU SERVICOS A CONTEMPLAR - VALOR|01072005||A|90700004|4|05|S
90784006|CREDITOS A DISPOSICAO DE CONSORCIADOS|01061993|01062005|A|90700004|4||S
90787003|OBRIGACOES POR ENTREGA DE BENS|01061993|01062005|A|90700004|4||S
90790007|ENTREGA DE BENS A CONSORCIADOS|01061993|01062005|A|90700004|4||S
90793004|ASSEMBLEIAS FUTURAS|01061993|01062005|A|90700004|4||S
90799008|DIVERSAS CONTAS DE COMPENSACAO PASSIVAS|01061993|01062005|A|90700004|4||S
90810004|CREDITOS ABERTOS A NOSSA ORDEM|01061988|01012000|A|90800007|4||S
90830008|RESP. POR ADMINISTRACAO DE RECURSOS DE TERCEIROS|01061988|01101989|A|90800007|4||S
90850002|RESPONSABILIDADES POR CONTRATOS DE ARRENDAMENTO|01061988|01111991|A|90800007|4||S
90870006|SEGUROS CONTRATADOS|01061988|01111991|A|90800007|4||S
90905005|RESPONSABILIDADES POR OPER REFINANC P/GOV FEDERAL|01051994||A|90900000|4|05|S
90908002|RESPONSABIL. P/ RENEGOC. ESP. DE ARRENDAM. MERC.|01051996|01061996|A|90900000|4||S
90910007|RESPONSAB P/AVAIS FIANCAS E OUTR GARANT RECEBIDAS|01061988|01121988|A|90900000|4||S
90912005|CAPTACAO DE DEPOSITOS INTERFINANC. COM GARANTIAS|01091995|01061996|A|90900000|4||S
90915002|CONTRATOS DE CAMBIO BAIXADOS|01011992|01101992|A|90900000|4||S
90920004|RESP. POR BENS E DIREITOS DE FUNDOS PUB. ADM.|01061988|01081991|A|90900000|4||S
90925009|DESTAQUE DE PATRIMONIO LIQUIDO|01041989|01091993|A|90900000|4||S
90930001|GARANTIAS VINCULADAS A ASSISTENCIA FINANC DO BACEN|01061988|01111991|A|90900000|4||S
90935006|GARANTIAS VINCULADAS A EMISSAO DE LETRAS HIPOTEC|01111989|01061996|A|90900000|4||S
90940008|RESPONS POR PARTICIP A SUBSCREVER -BIAPE|01061988|01061996|A|90900000|4||S
90945003|RECURSOS COLETADOS CONSORCIOS|01081991|01051993|S|90900000|4||S
90947001|CRÉDITOS CONCEDIDOS AO SETOR PÚBLICO|01122002||A|90900000|4|05|S
90948000|CRÉD.CONCEDIDOS AO SETOR PÚBLICO-PATR. DESTACADO|01122002||A|90900000|4|05|S
90949009|DEST.PATR.REFER.P/FINANCIAMENTO AO SETOR PÚBLICO|01122002||A|90900000|4|05|S
90950005|CONCESSAO DE CRED A MICRO, PEQUENA E MEDIA EMPRESA|01061988||A|90900000|4|05|S
90951004|FGC - OPERAÇÕES DE CRÉDITO|01042004||A|90900000|4|05|S
90952003|CPMF - VALORES MOVIMENTADOS|01032000||A|90900000|4|05|S
90954001|CAMBIO - POSICAO VENDIDA|01012011||A|90900000|4|05|S
90955000|CONTRATOS DE CAMBIO DE EXPORT. EM POSIC. ESPECIAL|01011992|01101992|A|90900000|4||S
90958007|CESSAO DE CREDITOS SEM COOBRIGACAO|01042002||A|90900000|4|05|S
90960002|BAIXA DE CREDITOS DE LIQUIDACAO DUVIDOSA|01061988|01111991|S|90900000|4||S
90962000|OPERAÇÕES VINCULADAS - ATIVO|01042004||A|90900000|4|05|S
90963009|OPERAÇÕES ATIVAS - RECURSOS VINCULADOS|01042004||A|90900000|4|05|S
90964008|RECURSOS APLICADOS EM OPERAÇÕES DE MICROFINANÇAS|01082004||A|90900000|4|05|S
90970009|COOPERACAO FINANCEIRA DOS ESTADOS|01061988|01011997|A|90900000|4||S
90973006|AJUSTES - PATRIMÔNIO DE REFERÊNCIA|01032007||A|90900000|4|05|S
90974005|AJUSTES - LIMITES OPERACIONAIS|01042007|01122007|A|90900000|4||S
90975004|CONTRIBUICAO DE CONSORCIADOS A RECEBER|01041992||A|90900000|4|05|S
90976003|SISTEMAS COOPERATIVOS- OPERAÇÕES ENTRE INTEGRANTES|01012006||A|90900000|4|05|S
90978001|RESP P/INDENIZ.DE REC.PROPRIOS DE CLIENTES-PROAGRO|01091994|01061996|A|90900000|4||S
90979000|RESPONS.P/INDENIZ.DE OPER.RURAIS ALONG.- PROAGRO|01041997|01012000|A|90900000|4||S
90980006|SFH - FINANCIAMENTOS CONTRATADOS A LIBERAR|01061988|01061996|A|90900000|4||S
90984002|CREDITOS TRIBUTARIOS|01032009||A|90900000|4|05|S
90985001|SFH - FINANCIAMENTOS COMPROMETIDOS|01061988|01061996|A|90900000|4||S
90986000|CREDITOS CONTRATADOS A LIBERAR|01091997|01012000|A|90900000|4||S
90987009|EXPOSICAO CAMBIAL - VALOR TOTAL|01012003||A|90900000|4|05|S
90988008|INSTRUMENTOS RECEBIDOS - CCR|01121995||A|90900000|4|05|S
90989007|LIMITES DE CREDITOS TRIBUTARIOS|01122002|01032004|A|90900000|4||S
90990003|CAPITALIZACAO DE VALORES REMETIDOS AO EXTERIOR|01051991||A|90900000|4|05|S
90991002|OBRIG. EMISSAO ACOES PREF. RESG-RES. N. 2.543/98|01012001||A|90900000|4|05|S
90992001|OBRIG. EMIS.ACOES PREF. PRAZO IGUAL OU SUP.A 10 A|01012001||A|90900000|4|05|S
90993000|OBR. EM.ACOES PREF. RESG.PRAZO INFERIOR A 10 ANOS|01012001||A|90900000|4|05|S
90994009|OBR. EMIS.ACOES PREF. RESG. NAO ELEGIVEIS A CAPIT.|01012001||A|90900000|4|05|S
90995008|DEPESPAS RECUP.DE DEPOS.A PRAZO REAPL.AUTOMATICA|01061995||A|90900000|4|05|S
90996007|CAP. REALIZADO E PAT. LIQ. MIN. DE PARTICIPADAS|01012000|01012000|A|90900000|4||S
90997006|EXIGENCIA PATRIM.LIQ.P/COBERT.RISCO DE MERCADO|01051999|01012000|A|90900000|4||S
90998005|PARTICIPACOES INDIRETAS NO PAIS|01071999|01121999|A|90900000|4||S
90999004|OUTRAS CONTAS DE COMPENSACAO PASSIVAS|01061988|01071991|A|90900000|4||S
90945106|RECURSOS COLETADOS - NORMAIS|01061993||A|90945003|5|05|S
90945209|RECURSOS COLETADOS - EXCESSOS|01061993||A|90945003|5|05|S
90960105|CREDITOS BAIXADOS NOS ULTIMOS 12 MESES|01061988|01111991|A|90960002|5||S
90960150|CREDITOS BAIXADOS ENTRE 13 E 48 MESES|01042002||A|90960002|5|05|S
90960208|CRED.BAIX. HA MAIS DE 48 M. OU VENC.HA MAIS DE 5 A|01061988|01111991|A|90960002|5||S
90960992|OUTROS EXERCICIOS|01061988|01111991|A|90960002|5||S
91100005|OPERACOES DE CREDITOS E ARRENDAMENTO MERCANTIL|01032000||S|91000002|4|05|S
91110002|CARTEIRA DE CREDITOS CLASSIFICADOS|01032000||A|91100005|5|05|S
1|ATIVO|||S||1|01|S
11|CIRCULANTE|||S|1|2|01|S
111|DISPONÍVEL|||S|11|3|01|S
1111|CAIXA|||S|111|4|01|S
11111|CAIXA|||A|1111|5|01|S
1112|VALORES EM TRÂNSITO|||S|111|4|01|S
11121|VALORES EM TRÂNSITO|||A|1112|5|01|S
11122|CHEQUES EMITIDOS|||A|1112|5|01|S
1113|BANCOS CONTA DEPÓSITOS|||S|111|4|01|S
11131|BANCOS CONTA DEPÓSITOS - MOVIMENTO - PAÍS|||A|1113|5|01|S
11132|BANCOS CONTA ARRECADAÇÃO|||A|1113|5|01|S
11137|BANCOS CONTA DEPÓSITOS - MOVIMENTO - EXTERIOR|||A|1113|5|01|S
1114|APLICAÇÕES NO MERCADO ABERTO|||S|111|4|01|S
11141|APLICAÇÕES NO MERCADO ABERTO - PAÍS|||S|1114|5|01|S
111411|VALOR ORIGINAL|||A|11141|6|01|S
111412|AJUSTE AO VALOR DE MERCADO|||A|11141|6|01|S
11147|APLICAÇÕES NO MERCADO ABERTO- EXTERIOR|||S|1114|5|01|S
111471|VALOR ORIGINAL|||A|11147|6|01|S
111472|AJUSTE AO VALOR DE MERCADO|||A|11147|6|01|S
112|APLICAÇÕES|||S|11|3|01|S
1121|TÍTULOS DE RENDA FIXA - PRIVADOS|||S|112|4|01|S
11211|VINCULADOS A COBERTURA DE PROVISÕES TÉCNICAS|||S|1121|5|01|S
112111|DEPÓSITOS BANCÁRIOS A PRAZO - CDB / RDB|||S|11211|6|01|S
1121111|VALOR ORIGINAL|||A|112111|7|01|S
1121112|AJUSTE AO VALOR DE MERCADO|||A|112111|7|01|S
112112|LETRAS DE CÂMBIO|||S|11211|6|01|S
1121121|VALOR ORIGINAL|||A|112112|7|01|S
1121122|AJUSTE AO VALOR DE MERCADO|||A|112112|7|01|S
112113|LETRAS HIPOTECÁRIAS|||S|11211|6|01|S
1121131|VALOR ORIGINAL|||A|112113|7|01|S
1121132|AJUSTE AO VALOR DE MERCADO|||A|112113|7|01|S
112115|DEBÊNTURES|||S|11211|6|01|S
1121151|VALOR ORIGINAL|||A|112115|7|01|S
1121152|AJUSTE AO VALOR DE MERCADO|||A|112115|7|01|S
112118|OUTROS TÍTULOS DE RENDA FIXA|||S|11211|6|01|S
1121181|VALOR ORIGINAL|||A|112118|7|01|S
1121182|AJUSTE AO VALOR DE MERCADO|||A|112118|7|01|S
112119|PROVISÃO PARA DESVALORIZAÇÃO DE TÍTULOS DE RENDA FIXA|||A|11211|6|01|S
11212|NÃO VINCULADOS A COBERTURA DE PROVISÕES TÉCNICAS|||S|1121|5|01|S
112121|DEPÓSITOS BANCÁRIOS A PRAZO - CDB / RDB|||S|11212|6|01|S
1121211|VALOR ORIGINAL|||A|112121|7|01|S
1121212|AJUSTE AO VALOR DE MERCADO|||A|112121|7|01|S
112122|LETRAS DE CÂMBIO|||S|11212|6|01|S
1121221|VALOR ORIGINAL|||A|112122|7|01|S
1121222|AJUSTE AO VALOR DE MERCADO|||A|112122|7|01|S
112123|LETRAS HIPOTECÁRIAS|||S|11212|6|01|S
1121231|VALOR ORIGINAL|||A|112123|7|01|S
1121232|AJUSTE AO VALOR DE MERCADO|||A|112123|7|01|S
112125|DEBÊNTURES|||S|11212|6|01|S
1121251|VALOR ORIGINAL|||A|112125|7|01|S
1121252|AJUSTE AO VALOR DE MERCADO|||A|112125|7|01|S
112128|OUTROS TÍTULOS DE RENDA FIXA|||S|11212|6|01|S
1121281|VALOR ORIGINAL|||A|112128|7|01|S
1121282|AJUSTE AO VALOR DE MERCADO|||A|112128|7|01|S
112129|PROVISÃO PARA DESVALORIZAÇÃO DE TÍTULOS DE RENDA FIXA|||A|11212|6|01|S
1122|TÍTULOS DE RENDA FIXA - PÚBLICOS|||S|112|4|01|S
11221|VINCULADOS A COBERTURA DE PROVISÕES TÉCNICAS|||S|1122|5|01|S
112211|TÍTULOS DA DÍVIDA PÚBLICA INTERNA - FEDERAL|||S|11221|6|01|S
1122111|LETRAS FINANCEIRAS DO TESOURO|||S|112211|7|01|S
11221111|VALOR ORIGINAL|||A|1122111|8|01|S
11221112|AJUSTE AO VALOR DE MERCADO|||A|1122111|8|01|S
1122112|LETRAS DO BANCO CENTRAL|||S|112211|7|01|S
11221121|VALOR ORIGINAL|||A|1122112|8|01|S
11221122|AJUSTE AO VALOR DE MERCADO|||A|1122112|8|01|S
1122118|OUTROS TÍTULOS|||S|112211|7|01|S
11221181|VALOR ORIGINAL|||A|1122118|8|01|S
11221182|AJUSTE AO VALOR DE MERCADO|||A|1122118|8|01|S
112212|TÍTULOS DA DÍVIDA PÚBLICA INTERNA  ESTADUAL|||S|11221|6|01|S
1122121|VALOR ORIGINAL|||A|112212|7|01|S
1122122|AJUSTE AO VALOR DE MERCADO|||A|112212|7|01|S
112213|TÍTULOS DA DÍVIDA PÚBLICA INTERNA  MUNICIPAL|||S|11221|6|01|S
1122131|VALOR ORIGINAL|||A|112213|7|01|S
1122132|AJUSTE AO VALOR DE MERCADO|||A|112213|7|01|S
112218|TÍTULOS DA DÍVIDA PÚBLICA EXTERNA|||S|11221|6|01|S
1122181|VALOR ORIGINAL|||A|112218|7|01|S
1122182|AJUSTE AO VALOR DE MERCADO|||A|112218|7|01|S
112219|PROVISÃO PARA DESVALORIZAÇÃO DE TÍTULOS DE RENDA FIXA|||A|11221|6|01|S
11222|NÃO VINCULADOS A COBERTURA DE PROVISÕES TÉCNICAS|||S|1122|5|01|S
112221|TÍTULOS DA DÍVIDA PÚBLICA INTERNA - FEDERAL|||S|11222|6|01|S
1122211|LETRAS FINANCEIRAS DO TESOURO|||S|112221|7|01|S
11222111|VALOR ORIGINAL|||A|1122211|8|01|S
11222112|AJUSTE AO VALOR DE MERCADO|||A|1122211|8|01|S
1122212|LETRAS DO BANCO CENTRAL|||S|112221|7|01|S
11222121|VALOR ORIGINAL|||A|1122212|8|01|S
11222122|AJUSTE AO VALOR DE MERCADO|||A|1122212|8|01|S
1122218|OUTROS TÍTULOS|||S|112221|7|01|S
11222181|VALOR ORIGINAL|||A|1122218|8|01|S
11222182|AJUSTE AO VALOR DE MERCADO|||A|1122218|8|01|S
112222|TÍTULOS DA DÍVIDA PÚBLICA INTERNA  ESTADUAL|||S|11222|6|01|S
1122221|VALOR ORIGINAL|||A|112222|7|01|S
1122222|AJUSTE AO VALOR DE MERCADO|||A|112222|7|01|S
112223|TÍTULOS DA DÍVIDA PÚBLICA INTERNA  MUNICIPAL|||S|11222|6|01|S
1122231|VALOR ORIGINAL|||A|112223|7|01|S
1122232|AJUSTE AO VALOR DE MERCADO|||A|112223|7|01|S
112228|TÍTULOS DA DÍVIDA PÚBLICA EXTERNA|||S|11222|6|01|S
1122281|VALOR ORIGINAL|||A|112228|7|01|S
1122282|AJUSTE AO VALOR DE MERCADO|||A|112228|7|01|S
112229|PROVISÃO PARA DESVALORIZAÇÃO DE TÍTULOS DE RENDA FIXA|||A|11222|6|01|S
1123|TÍTULOS DE RENDA VARIÁVEL|||S|112|4|01|S
11231|VINCULADOS A COBERTURA DE PROVISÕES TÉCNICAS|||S|1123|5|01|S
112311|AÇÕES DE SOCIEDADES DE CAPITAL ABERTO|||S|11231|6|01|S
1123111|VALOR ORIGINAL|||A|112311|7|01|S
1123112|AJUSTE AO VALOR DE MERCADO|||A|112311|7|01|S
112312|AÇÕES DE OUTRAS SOCIEDADES|||S|11231|6|01|S
1123121|VALOR ORIGINAL|||A|112312|7|01|S
1123122|AJUSTE AO VALOR DE MERCADO|||A|112312|7|01|S
112313|INSTRUMENTOS FINANCEIROS DERIVATIVOS|||S|11231|6|01|S
1123131|COMPRAS A TERMO A RECEBER|||A|112313|7|01|S
1123132|VENDAS A TERMO A RECEBER|||S|112313|7|01|S
11231321|VALOR CONTRATADO|||A|1123132|8|01|S
11231322|RENDAS A APROPRIAR (-)|||A|1123132|8|01|S
1123133|MERCADOS FUTUROS|||S|112313|7|01|S
11231331|AJUSTES DIÁRIOS|||A|1123133|8|01|S
1123134|MERCADO DE OPÇÕES|||S|112313|7|01|S
11231341|PRÊMIOS DE OPÇÕES A EXERCER|||A|1123134|8|01|S
11231342|PRÊMIOS DE OPÇÕES A RECEBER|||A|1123134|8|01|S
1123135|OPERAÇÕES DE SWAP|||S|112313|7|01|S
11231351|DIFERENCIAL A RECEBER|||A|1123135|8|01|S
1123138|OUTROS|||A|112313|7|01|S
112315|DEBÊNTURES|||A|11231|6|01|S
112316|OURO|||A|11231|6|01|S
112318|OUTROS TÍTULOS DE RENDA VARIÁVEL|||S|11231|6|01|S
1123181|VALOR ORIGINAL|||A|112318|7|01|S
1123182|AJUSTE AO VALOR DE MERCADO|||A|112318|7|01|S
112319|PROVISÃO PARA DESVALORIZAÇÃO DE TÍTULOS DE RENDA VARIÁVEL|||A|11231|6|01|S
11232|NÃO VINCULADOS A COBERTURA DE PROVISÕES TÉCNICAS|||S|1123|5|01|S
112321|AÇÕES DE SOCIEDADES DE CAPITAL ABERTO|||S|11232|6|01|S
1123211|VALOR ORIGINAL|||A|112321|7|01|S
1123212|AJUSTE AO VALOR DE MERCADO|||A|112321|7|01|S
112322|AÇÕES DE OUTRAS SOCIEDADES|||S|11232|6|01|S
1123221|VALOR ORIGINAL|||A|112322|7|01|S
1123222|AJUSTE AO VALOR DE MERCADO|||A|112322|7|01|S
112323|INSTRUMENTOS FINANCEIROS DERIVATIVOS|||S|11232|6|01|S
1123231|COMPRAS A TERMO A RECEBER|||A|112323|7|01|S
1123232|VENDAS A TERMO A RECEBER|||S|112323|7|01|S
11232321|VALOR CONTRATADO|||A|1123232|8|01|S
11232322|RENDAS A APROPRIAR (-)|||A|1123232|8|01|S
1123233|MERCADOS FUTUROS|||S|112323|7|01|S
11232331|AJUSTES DIÁRIOS|||A|1123233|8|01|S
1123234|MERCADO DE OPÇÕES|||S|112323|7|01|S
11232341|PRÊMIOS DE OPÇÕES A EXERCER|||A|1123234|8|01|S
11232342|PRÊMIOS DE OPÇÕES A RECEBER|||A|1123234|8|01|S
1123235|OPERAÇÕES DE SWAP|||S|112323|7|01|S
11232351|DIFERENCIAL A RECEBER|||A|1123235|8|01|S
1123238|OUTROS|||A|112323|7|01|S
112325|DEBÊNTURES|||A|11232|6|01|S
112326|OURO|||A|11232|6|01|S
112328|OUTROS TÍTULOS DE RENDA VARIÁVEL|||S|11232|6|01|S
1123281|VALOR ORIGINAL|||A|112328|7|01|S
1123282|AJUSTE AO VALOR DE MERCADO|||A|112328|7|01|S
112329|PROVISÃO PARA DESVALORIZAÇÃO DE TÍTULOS DE RENDA VARIÁVEL|||A|11232|6|01|S
1126|QUOTAS DE FUNDOS DE INVESTIMENTOS|||S|112|4|01|S
11261|VINCULADAS A COBERTURA DE PROVISÕES TÉCNICAS|||S|1126|5|01|S
112611|QUOTAS DE FUNDOS DE INVESTIMENTOS EXCLUSIVOS|||S|11261|6|01|S
1126111|FUNDOS ESPECIALMENTE CONSTITUÍDOS - GARANTIDORAS DE PLANOS DE BENEFÍCIOS|||S|112611|7|01|S
11261111|VALOR ORIGINAL|||A|1126111|8|01|S
11261112|AJUSTE AO VALOR DE MERCADO|||A|1126111|8|01|S
1126112|FUNDOS ESPECIALMENTE CONSTITUÍDOS - GARANTIDORAS DE SEGURO DE VIDA|||S|112611|7|01|S
11261121|VALOR ORIGINAL|||A|1126112|8|01|S
11261122|AJUSTE AO VALOR DE MERCADO|||A|1126112|8|01|S
1126113|QUOTAS DE OUTROS FUNDOS DE INVESTIMENTOS EXCLUSIVOS|||S|112611|7|01|S
11261131|VALOR ORIGINAL|||A|1126113|8|01|S
11261132|AJUSTE AO VALOR DE MERCADO|||A|1126113|8|01|S
112612|QUOTAS DE FUNDOS DE INVESTIMENTOS NÃO EXCLUSIVOS|||S|11261|6|01|S
1126121|VALOR ORIGINAL|||A|112612|7|01|S
1126122|AJUSTE AO VALOR DE MERCADO|||A|112612|7|01|S
11262|NÃO VINCULADAS A COBERTURA DE PROVISÕES TÉCNICAS|||S|1126|5|01|S
112621|QUOTAS DE FUNDOS DE INVESTIMENTOS EXCLUSIVOS|||S|11262|6|01|S
1126213|QUOTAS DE OUTROS FUNDOS DE INVESTIMENTOS EXCLUSIVOS|||S|112621|7|01|S
11262131|VALOR ORIGINAL|||A|1126213|8|01|S
11262132|AJUSTE AO VALOR DE MERCADO|||A|1126213|8|01|S
112622|QUOTAS DE FUNDOS DE INVESTIMENTOS NÃO EXCLUSIVOS|||S|11262|6|01|S
1126221|VALOR ORIGINAL|||A|112622|7|01|S
1126222|AJUSTE AO VALOR DE MERCADO|||A|112622|7|01|S
1127|APLICAÇÕES NO EXTERIOR|||S|112|4|01|S
11271|VINCULADAS A COBERTURA DE PROVISÕES TÉCNICAS|||S|1127|5|01|S
112711|TÍTULOS DA DÍVIDA PÚBLICA DE PAÍSES ESTRANGEIROS|||S|11271|6|01|S
1127111|VALOR ORIGINAL|||A|112711|7|01|S
1127112|AJUSTE AO VALOR DE MERCADO|||A|112711|7|01|S
112718|OUTRAS APLICAÇÕES|||S|11271|6|01|S
1127181|VALOR ORIGINAL|||A|112718|7|01|S
1127182|AJUSTE AO VALOR DE MERCADO|||A|112718|7|01|S
112719|PROVISÃO PARA DESVALORIZAÇÃO SOBRE APLICAÇÕES NO EXTERIOR|||A|11271|6|01|S
11272|NÃO VINCULADAS A COBERTURA DE PROVISÕES TÉCNICAS|||S|1127|5|01|S
112721|TÍTULOS DA DÍVIDA PÚBLICA DE PAÍSES ESTRANGEIROS|||S|11272|6|01|S
1127211|VALOR ORIGINAL|||A|112721|7|01|S
1127212|AJUSTE AO VALOR DE MERCADO|||A|112721|7|01|S
1127219|PROVISÃO PARA DESVALORIZAÇÃO SOBRE APLICAÇÕES NO EXTERIOR|||A|112721|7|01|S
112722|SEGURADORAS EXTERIOR RETENÇÕES PROV. MOEDA ESTRANGEIRA|||A|11272|6|01|S
112728|OUTRAS APLICAÇÕES|||S|11272|6|01|S
1127281|VALOR ORIGINAL|||A|112728|7|01|S
1127282|AJUSTE AO VALOR DE MERCADO|||A|112728|7|01|S
112729|PROVISÃO PARA DESVALORIZAÇÃO SOBRE APLICAÇÕES NO EXTERIOR|||A|11272|6|01|S
1128|OUTRAS APLICAÇÕES|||S|112|4|01|S
11281|VINCULADAS A COBERTURA DE PROVISÕES TÉCNICAS|||S|1128|5|01|S
112818|OUTRAS APLICAÇÕES|||S|11281|6|01|S
1128181|VALOR ORIGINAL|||A|112818|7|01|S
1128182|AJUSTE AO VALOR DE MERCADO|||A|112818|7|01|S
1128189|PROVISÃO PARA DESVALORIZAÇÃO DE OUTRAS APLICAÇÕES|||A|112818|7|01|S
11282|NÃO VINCULADAS A COBERTURAS DE RESERVAS|||S|1128|5|01|S
112821|RESSEGURADORES  RETENÇÕES REMUNERADAS DE PROVISÃO DE SINISTROS|||A|11282|6|01|S
112822|RESSEGURADORES  CONTA DEPÓSITO  MOEDA ESTRANGEIRA|||A|11282|6|01|S
112828|OUTRAS APLICAÇÕES|||S|11282|6|01|S
1128281|VALOR ORIGINAL|||A|112828|7|01|S
1128282|AJUSTE AO VALOR DE MERCADO|||A|112828|7|01|S
1128289|PROVISÃO PARA DESVALORIZAÇÃO DE OUTRAS APLICAÇÕES|||A|112828|7|01|S
1129|APLICAÇÕES FINANCEIRAS BLOQUEADAS POR DECISÃO JUDICIAL||31122008|S|112|4|01|S
11291|VALOR ORIGINAL||31122008|A|1129|5|01|S
11292|AJUSTE AO VALOR DE MERCADO||31122008|A|1129|5|01|S
11299|PROVISÃO PARA DESVALORIZAÇÃO DE APLICAÇÕES||31122008|A|1129|5|01|S
113|CRÉDITOS DAS OPERAÇÕES|||S|11|3|01|S
1131|PRÊMIOS A RECEBER|||S|113|4|01|S
11311|DIRETO|||S|1131|5|01|S
113111|PRÊMIOS - RISCOS VIGENTES EMITIDOS|||A|11311|6|01|S
113113|JUROS A APROPRIAR|||A|11311|6|01|S
11312|COSSEGUROS ACEITOS|||S|1131|5|01|S
113121|PRÊMIOS|||A|11312|6|01|S
113123|JUROS A APROPRIAR|||A|11312|6|01|S
11315|PRÊMIOS - RISCOS VIGENTES NÃO EMITIDOS|||A|1131|5|01|S
11316|RETROCESSÕES|||A|1131|5|01|S
11319|PROVISÃO PARA RISCOS SOBRE PRÊMIOS A RECEBER|||A|1131|5|01|S
1132|SEGURADORAS - PAÍS|||S|113|4|01|S
11321|COSSEGURO ACEITO|||S|1132|5|01|S
113211|PRÊMIOS|||A|11321|6|01|S
113218|OUTROS CRÉDITOS|||A|11321|6|01|S
11322|CO-SEGURO CEDIDO|||S|1132|5|01|S
113221|PRÊMIOS|||A|11322|6|01|S
